Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Region_Asia,Region_Central America and Caribbean,Region_European Union,Region_Middle East,Region_North America,Region_Oceania,Region_Rest of Europe,Region_South America
2004,14.4,16.8,180.7985,9.61,93,83,27.1,92,93,2.0137527074704766,10.466611465513152,0.27763173659827955,2.6,2.5,10.9,0,1,0,1,0,0,0,0,0,0
2007,15.7,18.3,228.2265,7.81,95,92,26.4,93,92,1.552707218511336,7.635303886259415,1.3532545070416904,3.0,3.2,10.9,0,1,0,0,0,0,0,0,1,0
2000,48.6,63.5,268.2505,2.15,93,75,24.3,94,94,1.010050167084168,7.373374309910049,1.2237754316221157,2.6,2.6,8.2,0,1,1,0,0,0,0,0,0,0
2015,2.5,3.2,82.5385,12.76,97,99,27.0,97,97,1.0832870676749586,9.788693794534046,2.446685436967803,1.8,1.8,12.7,1,0,0,0,1,0,0,0,0,0
2012,2.2,3.0,58.395,8.5,83,92,22.7,99,97,1.1853048513203654,10.419867721215448,4.856940066090624,1.9,1.7,12.0,1,0,1,0,0,0,0,0,0,0
2006,59.3,93.9,312.9135,8.79,99,87,21.4,99,99,6.423736771429135,6.192362489474872,2.306577114263583,6.8,6.8,2.9,0,1,0,0,0,0,0,0,0,0
2005,66.3,103.1,330.64,1.84,81,64,22.6,80,82,5.929856418591146,6.150602768446279,1.888583653863595,8.4,8.3,4.2,0,1,0,0,0,0,0,0,0,0
2006,4.1,4.9,76.8165,13.12,95,86,26.8,91,91,1.0618365465453596,10.828995673459891,1.6620303625532709,0.3,0.2,11.8,1,0,0,0,1,0,0,0,0,0
2005,14.4,15.7,116.6365,7.84,92,98,26.9,91,92,1.7332530178673953,9.738200088297953,0.2468600779315258,4.0,4.0,9.2,0,1,0,1,0,0,0,0,0,0
2011,2.3,3.2,64.2585,8.41,83,92,22.7,96,97,1.1853048513203654,10.404626410712575,4.858493705803434,1.9,1.6,11.8,1,0,1,0,0,0,0,0,0,0
2003,32.0,39.4,172.614,0.14,98,64,28.0,98,98,1.1388283833246218,7.90100705199242,4.3017651530710745,3.3,3.3,5.3,0,1,0,0,0,0,0,0,0,0
2006,81.5,130.4,311.2915,0.15,57,64,22.3,53,57,2.9742740725630656,6.486160788944089,2.333114298028869,9.1,9.1,1.6,0,1,0,0,0,0,0,0,0,0
2007,3.2,3.9,105.2965,13.83,99,98,26.7,99,99,1.0832870676749586,9.725556344043467,2.424802725718295,2.0,2.1,12.2,1,0,0,0,1,0,0,0,0,0
2005,9.2,10.5,130.9385,10.3,91,96,25.7,92,92,1.030454533953517,8.519989278718239,0.47623417899637155,2.3,2.3,10.5,0,1,0,0,0,0,0,0,1,0
2008,12.0,13.9,158.361,6.68,99,98,26.1,99,99,33.11545195869231,9.405495886750224,0.08617769624105241,5.9,6.3,8.0,0,1,0,0,0,0,0,0,0,0
2007,9.5,11.1,78.3145,0.029,99,90,28.8,99,99,1.1388283833246218,10.62551369264645,1.252762968495368,3.2,3.1,6.3,0,1,0,0,0,1,0,0,0,0
2007,41.9,53.4,191.5375,0.2,82,65,21.4,82,82,1.1853048513203654,6.467698726104354,3.3098128198603027,17.2,17.8,3.0,0,1,1,0,0,0,0,0,0,0
2007,65.0,103.7,218.0,0.022,74,64,24.4,75,75,1.3231298123374369,7.32052696227274,1.4350845252893227,9.4,9.1,3.5,0,1,0,0,0,0,0,0,0,0
2000,107.1,155.7,333.2235,6.7,46,64,22.6,41,34,26.311339343265892,8.40178233990491,0.47623417899637155,1.7,1.6,5.4,0,1,0,0,0,0,0,0,0,0
2010,68.1,121.5,280.9365,5.44,91,32,21.8,90,91,1.3634251141321778,6.368187186350492,2.8100049236252036,9.0,8.6,1.4,0,1,0,0,0,0,0,0,0,0
2000,8.2,10.3,106.3215,0.35,99,95,25.3,99,99,1.1051709180756477,10.436025743207768,0.28517894223366247,6.8,6.3,8.3,0,1,1,0,0,0,0,0,0,0
2010,36.9,42.7,143.711,0.68,93,95,25.2,95,93,1.2586000099294778,6.664409020350408,2.143589361503588,3.7,3.8,10.9,0,1,1,0,0,0,0,0,0,0
2011,19.1,22.4,152.2485,2.71,97,83,26.2,97,97,1.0832870676749586,7.6783263565068856,2.2491843162669305,2.2,2.2,5.6,0,1,0,1,0,0,0,0,0,0
2014,9.9,11.2,98.63,3.56,97,97,26.6,96,95,1.0832870676749586,8.452761331256848,1.1216775615991057,2.2,2.2,9.5,0,1,0,0,0,0,0,0,1,0
2012,7.4,8.7,58.689,1.03,93,99,28.7,93,92,1.0618365465453596,11.054613224314076,1.1631508098056809,5.1,4.7,9.2,0,1,0,0,0,1,0,0,0,0
2014,67.3,93.6,402.0515,1.35,76,64,23.7,76,76,2.0750806076741224,7.543273346705446,3.1633631149379418,5.6,5.6,4.4,0,1,0,0,0,0,0,0,0,0
2000,18.8,22.0,109.984,0.054,93,96,27.6,95,95,1.1388283833246218,9.780867838988218,3.0754672415728446,7.3,7.4,6.7,0,1,0,0,0,1,0,0,0,0
2010,70.1,87.1,169.1665,0.04,82,34,23.4,52,82,1.1388283833246218,7.122866658599083,5.195287466228493,2.2,2.7,4.7,0,1,1,0,0,0,0,0,0,0
2013,18.3,21.5,217.6085,12.58,98,97,25.8,98,98,1.0202013400267558,8.20303024171486,1.355835153635182,2.2,2.3,10.0,0,1,1,0,0,0,0,0,0,0
2002,4.9,5.9,80.574,9.72,88,96,25.1,97,97,1.0618365465453596,10.619252022961483,2.8419981736119486,1.1,1.0,11.1,1,0,0,0,1,0,0,0,0,0
2005,3.3,4.1,72.1705,6.37,88,91,26.0,91,91,1.030454533953517,11.198735132637651,1.7263316639055997,0.8,0.7,12.4,1,0,0,0,0,0,0,0,1,0
2001,13.7,16.0,152.664,1.68,86,52,21.6,98,98,1.0202013400267558,7.53955882930103,2.991222118076105,15.4,15.6,10.2,0,1,1,0,0,0,0,0,0,0
2006,19.2,22.5,121.011,0.55,98,88,28.3,98,98,1.1388283833246218,8.415603335654604,1.944480556245719,3.9,3.8,9.8,0,1,0,0,0,1,0,0,0,0
2012,67.0,82.8,163.241,0.03,72,42,23.6,64,72,1.1388283833246218,7.141245122350491,5.237930216532941,19.8,2.2,4.8,0,1,1,0,0,0,0,0,0,0
2003,81.7,134.0,402.4095,4.6,81,64,23.4,72,73,26.049537142518336,7.069874128458572,2.8791984572980396,7.2,7.3,5.1,0,1,0,0,0,0,0,0,0,0
2004,7.9,9.1,111.9335,4.38,92,88,25.0,87,84,1.0832870676749586,8.123261319121745,1.5602476682433286,3.0,3.0,7.3,0,1,0,0,0,0,0,0,1,0
2015,7.8,9.1,87.974,0.0,98,96,28.4,97,98,1.1388283833246218,9.934453131793008,3.487986511734546,7.8,7.6,9.5,0,1,0,0,0,1,0,0,0,0
2009,59.8,91.7,309.5725,1.16,78,64,23.0,78,78,3.5966397255692817,6.150602768446279,1.9810014688665833,7.5,7.4,4.3,0,1,0,0,0,0,0,0,0,0
2007,39.5,58.6,438.6405,6.87,93,83,24.0,96,96,14328.416324133817,8.6328406149422,1.0577902941478545,9.2,9.0,8.5,0,1,0,0,0,0,0,0,0,0
2013,26.7,30.3,129.6915,0.52,93,98,26.7,96,93,1.0618365465453596,8.599141774063405,2.343727036325221,2.8,2.8,10.8,0,1,1,0,0,0,0,0,0,0
2005,52.8,64.7,221.5355,1.1,84,48,21.1,82,82,1.4190675485932571,6.546785410760524,2.658159431488745,11.5,11.6,3.5,0,1,1,0,0,0,0,0,0,0
2009,44.7,65.0,319.8945,1.3,75,64,22.7,76,78,8.084915164305059,7.728855823852543,1.6389967146756448,8.3,7.9,6.0,0,1,0,0,0,0,0,0,0,0
2011,11.1,12.9,75.29,1.69,96,96,24.7,96,96,1.1853048513203654,9.093132171070641,0.3220834991691132,13.9,14.0,5.2,0,1,1,0,0,0,0,0,0,0
2003,104.3,151.3,332.2065,4.23,58,64,23.2,49,35,33.11545195869231,6.285998094508865,1.4060969884160703,8.7,8.7,3.7,0,1,0,0,0,0,0,0,0,0
2011,7.9,9.5,136.0795,7.24,99,89,26.2,99,99,1.1051709180756477,9.512369038134885,0.08617769624105241,3.3,3.3,9.2,0,1,0,1,0,0,0,0,0,0
2004,23.6,28.2,138.2585,0.012,95,65,25.4,98,99,1.1735108709918103,8.451907724717607,4.24778070111149,7.4,7.7,6.9,0,1,0,0,0,1,0,0,0,0
2001,39.4,49.8,191.422,0.06,62,25,21.7,77,76,1.1162780704588713,7.554858521040676,5.372636030790336,11.0,11.1,6.9,0,1,1,0,0,0,0,0,0,0
2006,3.7,4.3,62.934,8.44,96,83,25.6,97,96,1.0941742837052104,10.426824581239181,4.079907514424331,0.5,0.5,9.3,1,0,0,0,1,0,0,0,0,0
2010,3.7,4.4,64.5455,9.34,88,92,25.5,97,97,1.0618365465453596,10.700814552005737,2.8690346205080335,1.0,0.9,12.0,1,0,0,0,1,0,0,0,0,0
2000,4.4,5.4,94.405,12.91,84,81,25.8,94,90,1.0832870676749586,10.448453699421849,4.421367532912338,1.2,1.2,11.2,1,0,0,0,1,0,0,0,0,0
2013,57.3,76.9,236.221,0.01,64,38,23.0,64,64,1.030454533953517,6.345636360828596,3.5046560900303856,17.7,17.7,3.5,0,1,1,0,0,0,0,0,0,0
2014,13.7,15.9,125.742,3.81,83,59,27.0,84,83,1.1735108709918103,8.735364401103888,2.830267833826459,1.2,1.1,8.5,0,1,0,0,0,0,0,0,0,1
2009,5.2,6.2,71.942,9.24,93,86,27.6,92,92,1.0408107741923882,10.47030591100205,1.667706820558076,0.3,0.3,11.9,1,0,0,0,0,0,0,1,0,0
2015,38.9,55.7,311.7215,7.44,78,64,22.4,85,78,8.004468914296353,6.742880635791903,3.6694417602214613,5.6,5.6,5.7,0,1,0,0,0,0,0,0,0,0
2013,6.7,7.8,68.52,1.65,99,99,24.9,99,99,1.0512710963760241,10.00242750039103,0.8415671856782188,6.1,6.0,9.0,0,1,0,0,0,1,0,0,0,0
2007,9.9,11.8,151.67,10.66,95,94,25.8,95,95,1.0202013400267558,8.707152175339404,2.145931282948669,2.1,2.2,10.5,1,0,0,0,1,0,0,0,0,0
2009,57.9,96.0,531.8035,5.65,88,99,26.3,89,88,34622004.28901474,8.073091199693154,0.7227059828014898,5.8,5.9,5.6,0,1,0,0,0,0,0,0,0,0
2001,17.3,20.5,176.1925,12.07,98,97,24.9,99,99,1.0512710963760241,8.487558386286548,3.141130476243348,3.8,4.2,9.7,1,0,0,0,1,0,0,0,0,0
2014,44.3,52.1,152.246,0.41,77,64,21.1,76,77,1.1051709180756477,7.186901020411631,0.7747271675523681,1.9,11.1,4.5,0,1,0,0,0,0,0,1,0,0
2014,15.4,17.9,111.057,0.35,98,98,28.8,98,98,1.1388283833246218,8.348064228408266,2.2945529212967815,3.9,3.9,10.1,0,1,0,0,0,1,0,0,0,0
2000,104.4,172.7,355.929,0.0,42,64,22.1,37,33,1.1388283833246218,5.1647859739235145,2.28949985344539,8.0,7.9,2.1,0,1,0,0,0,0,0,0,0,0
2008,67.9,139.3,273.319,0.11,72,64,21.4,68,67,1.1502737988572274,6.07073772800249,2.7880929087757464,11.2,11.0,1.4,0,1,0,0,0,0,0,0,0,0
2002,50.0,65.5,217.1505,0.51,79,35,28.9,96,77,1.1853048513203654,7.338238150065589,0.08617769624105241,0.2,0.2,7.0,0,1,0,0,0,0,0,1,0,0
2011,3.1,4.2,82.572,12.35,74,67,25.1,99,99,1.1051709180756477,10.498111898237447,4.1947930335189065,0.6,0.6,10.9,1,0,0,0,1,0,0,0,0,0
2007,78.0,118.8,402.122,0.69,75,64,22.1,75,75,33.11545195869231,6.063785208687608,3.1210424645194377,3.8,3.7,3.0,0,1,0,0,0,0,0,0,0,0
2012,7.0,8.2,71.693,1.78,96,96,28.1,96,96,1.1388283833246218,10.434056978338715,2.316487998163037,5.1,5.0,10.2,0,1,0,0,0,1,0,0,0,0
2010,5.1,6.1,69.92,9.62,90,86,27.6,93,93,1.0408107741923882,10.47432584620829,1.6770965609079151,0.3,0.3,12.0,1,0,0,0,0,0,0,1,0,0
2001,3.4,4.2,98.8365,8.94,88,92,25.8,95,98,1.0832870676749586,10.565814635756187,1.8229350866965048,0.9,0.8,9.4,1,0,0,0,1,0,0,0,0,0
2005,80.8,153.1,305.8365,5.87,86,31,21.4,94,82,1.7860384307500734,6.251903883165888,2.668616131856803,1.3,9.8,1.3,0,1,0,0,0,0,0,0,0,0
2014,4.7,5.4,66.418,8.1,55,86,26.9,91,91,1.1051709180756477,10.683637776717648,3.5956670723917576,0.5,0.5,13.0,1,0,0,0,0,0,1,0,0,0
2001,6.8,8.5,109.7575,4.05,98,77,24.6,99,98,1.1274968515793757,8.348301054933943,2.498151876538021,3.6,3.4,9.7,0,1,0,1,0,0,0,0,0,0
2010,2.5,3.0,87.05,9.72,88,92,26.0,99,99,1.0832870676749586,10.682009354665388,1.8500283773520307,0.9,0.8,12.3,1,0,0,0,1,0,0,0,0,0
2013,37.1,52.0,215.093,6.15,98,87,21.9,98,98,2.117000016612675,6.52795791762255,2.468946630209271,5.9,5.9,3.8,0,1,0,0,0,0,0,0,0,0
2014,6.9,8.1,90.433,7.92,95,88,27.8,95,95,1.2092495976572515,9.50061907027523,2.9317269435780786,0.8,0.8,10.1,0,1,0,0,0,0,0,0,0,1
2002,10.0,11.6,83.6925,1.87,98,97,25.4,98,98,1.0512710963760241,10.010501700190611,0.5538851132264376,6.2,5.9,8.4,0,1,0,0,0,1,0,0,0,0
2011,7.6,8.9,59.151,1.05,93,99,28.6,92,93,1.0618365465453596,11.084140551540447,1.1118575154181303,5.1,4.6,8.7,0,1,0,0,0,1,0,0,0,0
2001,33.3,38.9,136.2,0.23,81,73,24.4,89,89,1.010050167084168,8.059592328887545,3.479700443150099,6.4,6.3,6.1,0,1,0,0,0,0,0,0,0,0
2013,20.5,24.2,155.1685,0.94,94,65,26.0,85,94,1.1853048513203654,7.711101251840158,0.45107561936021656,1.1,1.2,5.3,0,1,0,0,0,0,0,1,0,0
2002,4.8,5.6,66.799,11.68,88,91,26.4,98,98,1.030454533953517,10.069171468177059,0.6830968447064438,0.9,1.0,10.2,1,0,0,0,1,0,0,0,0,0
2013,3.3,4.0,73.2135,11.08,88,93,26.5,93,95,1.030454533953517,10.60002896616409,4.402441819416474,1.1,1.1,14.0,1,0,0,0,1,0,0,0,0,0
2001,65.2,122.9,250.9235,0.24,87,33,22.2,49,52,1.9542373206359396,6.99117688712121,2.401525040848949,12.1,12.1,2.3,0,1,0,0,0,0,0,0,0,0
2011,41.1,51.9,336.393,6.24,95,84,24.2,96,95,2018.2780977168138,8.68270762989381,1.1052568313867783,7.7,7.4,8.9,0,1,0,0,0,0,0,0,0,0
2005,71.2,88.7,305.088,1.22,88,82,23.7,71,71,1.9542373206359396,6.80903930604298,0.5766133643039938,5.9,5.8,3.7,0,1,0,0,0,0,0,0,0,0
2004,21.0,24.4,137.419,0.012,99,95,27.1,97,97,1.0725081812542165,9.357380114625498,1.9035989509835904,5.5,5.4,6.3,0,1,0,0,0,0,0,0,0,0
2013,29.6,36.2,216.1,0.31,97,89,23.6,97,97,1.1502737988572274,7.824845691026856,0.5364933705145685,15.9,16.5,2.8,0,1,1,0,0,0,0,0,0,0
2004,67.1,115.2,545.294,2.75,81,39,21.8,84,83,3751.8337520900773,6.779921907472252,2.529720665577793,7.2,7.1,6.2,0,1,0,0,0,0,0,0,0,0
2013,64.7,92.3,356.677,1.0,78,64,22.5,84,78,33.11545195869231,6.300785794663244,3.279406324608233,3.6,3.5,3.4,0,1,0,0,0,0,0,0,0,0
2000,5.6,6.5,88.0225,10.82,88,86,26.3,91,91,1.0832870676749586,10.577197039203599,4.092509546276371,0.7,0.5,11.7,1,0,0,0,0,0,0,0,1,0
2005,14.8,17.2,179.3555,6.19,96,95,23.3,98,98,1.4477346146633245,8.392310009269547,4.195998215948601,8.9,9.1,7.0,0,1,1,0,0,0,0,0,0,0
2008,16.2,18.9,128.9725,0.75,83,81,27.5,83,79,1.1388283833246218,7.365180126021013,3.0754672415728446,6.4,6.2,6.3,0,1,0,0,0,1,0,0,0,0
2004,96.1,138.2,333.4845,8.11,46,64,23.0,49,38,47.46535136885352,9.355306142226368,0.5423242908253617,1.0,1.0,5.4,0,1,0,0,0,0,0,0,0,0
2002,3.3,4.0,98.426,12.88,95,86,25.7,99,99,1.0725081812542165,11.474922410170022,0.371563556432483,1.0,0.9,10.7,1,0,0,0,1,0,0,0,0,0
2002,8.5,10.9,260.3945,11.78,99,98,25.8,99,99,1.0832870676749586,7.976938756959434,2.386006701133118,2.5,2.7,9.1,0,1,0,0,0,0,0,0,1,0
2007,18.2,23.4,137.505,4.51,93,51,25.7,93,93,1.1972173631218102,8.39840965542627,3.3786108829893595,1.2,1.2,8.1,0,1,0,0,0,0,0,0,0,1
2009,74.2,103.6,272.1635,3.76,64,64,23.7,84,81,33.11545195869231,6.453624998892692,1.55814461804655,7.6,7.4,4.0,0,1,0,0,0,0,0,0,0,0
2014,38.7,54.4,269.618,1.9,90,64,23.1,90,90,7.845969810318449,7.86480400332846,1.747459210331475,7.6,7.3,6.3,0,1,0,0,0,0,0,0,0,0
2002,55.5,89.8,488.1705,1.67,84,28,22.2,83,84,57.97431107895927,7.0326242610280065,3.548179572010801,8.9,8.9,5.5,0,1,0,0,0,0,0,0,0,0
2010,74.7,106.3,420.1715,1.12,85,64,23.5,81,85,3.4556134647626755,7.431299675155903,3.0694473113762717,6.3,6.2,4.2,0,1,0,0,0,0,0,0,0,0
2008,25.9,31.2,240.3135,8.92,96,96,25.2,95,96,1.0202013400267558,7.859026979751538,1.2892326482767593,2.2,2.3,9.0,0,1,1,0,0,0,0,0,0,0
2006,2.6,3.2,87.8075,12.5,95,86,25.9,99,99,1.0832870676749586,11.567555685621343,0.3852624007906449,0.9,0.9,11.5,1,0,0,0,1,0,0,0,0,0
2011,13.0,15.2,165.538,9.23,95,83,27.6,97,98,1.5840739849944818,10.374365799192525,0.30748469974796055,2.5,2.5,11.0,0,1,0,1,0,0,0,0,0,0
2008,65.3,89.5,251.6725,0.12,81,64,23.6,81,81,1.0202013400267558,7.076653815443951,0.506817602368452,7.2,7.1,3.7,0,1,0,0,0,0,0,0,0,0
2000,4.7,5.6,76.0095,9.78,94,83,25.4,97,87,1.1051709180756477,10.384431121820198,4.059407992341204,0.5,0.5,8.6,1,0,0,0,1,0,0,0,0,0
2002,14.1,16.5,184.93,10.94,89,83,26.9,93,94,2.2704998375324057,10.506409105022517,0.2700271372130602,2.6,2.6,10.9,0,1,0,1,0,0,0,0,0,0
2011,15.8,18.5,192.7545,2.31,89,81,27.2,90,89,1.2336780599567432,8.145549631783584,1.9754689512968577,1.7,1.6,6.5,0,1,0,1,0,0,0,0,0,0
2001,5.8,6.9,89.055,14.04,95,86,26.4,84,84,1.0512710963760241,10.672205919943147,1.5830939370944985,0.3,0.3,11.0,1,0,0,0,1,0,0,0,0,0
2011,43.0,55.0,188.4325,2.95,44,27,21.4,79,82,1.0941742837052104,7.165493475060845,7.131930298150432,26.9,27.7,5.4,0,1,1,0,0,0,0,0,0,0
2014,90.5,128.2,425.1035,1.88,47,64,22.7,50,47,3.781043387568781,5.8998973535824915,1.6974487897568136,8.4,8.3,4.1,0,1,0,0,0,0,0,0,0,0
2009,17.0,19.9,119.005,4.37,95,92,27.5,95,95,1.1735108709918103,9.056023011591826,4.731450351898421,1.7,1.6,8.2,0,1,0,0,0,0,1,0,0,0
2010,2.4,3.2,62.1335,8.28,83,97,22.7,98,97,1.1853048513203654,10.402534074265823,4.860354892847096,1.9,1.6,11.5,1,0,1,0,0,0,0,0,0,0
2013,14.4,16.8,187.4335,2.35,92,85,27.4,92,92,1.2092495976572515,8.18646442942209,1.9837562915454279,1.6,1.6,6.6,0,1,0,1,0,0,0,0,0,0
2004,80.0,112.6,285.188,0.02,67,16,22.1,50,50,1.0202013400267558,5.780743515792329,3.2476576262936527,19.5,19.7,2.5,0,1,1,0,0,0,0,0,0,0
2007,40.1,50.8,238.1335,0.15,95,79,23.0,93,95,1.2092495976572515,7.518064181233078,0.506817602368452,17.3,18.1,2.3,0,1,1,0,0,0,0,0,0,0
2014,20.1,25.3,192.893,5.63,95,71,24.7,95,95,1.1972173631218102,7.349230824613334,0.1823215567939546,5.6,5.4,5.3,0,1,0,1,0,0,0,0,0,0
2002,24.5,27.7,138.447,2.87,91,95,25.7,96,94,1.0832870676749586,7.3901814282264295,1.3937663759585914,2.1,2.1,10.8,0,1,0,0,0,0,0,0,1,0
2007,32.0,39.4,188.8115,2.36,85,83,25.7,85,85,1.1735108709918103,8.181720455128108,2.6727683869575705,1.3,1.3,3.9,0,1,0,1,0,0,0,0,0,0
2007,47.8,62.1,241.003,0.67,61,65,24.8,68,71,1.552707218511336,7.624130585661289,2.0554049638515948,1.4,1.3,3.7,0,1,0,0,0,0,0,1,0,0
2001,54.7,66.0,233.3245,2.36,96,94,24.8,94,95,1.0832870676749586,7.768110378525988,1.715598108262491,3.6,3.5,9.9,0,1,1,0,0,0,0,0,0,0
2015,13.6,15.8,171.2775,6.76,88,92,27.0,88,87,1.4333294145603401,7.913155185928068,1.3428648031925547,2.7,2.8,11.6,0,1,0,0,0,0,0,0,1,0
2006,23.9,28.5,173.308,3.64,88,83,26.4,88,88,1.1388283833246218,7.388327859577107,1.873339456220478,2.0,1.9,5.6,0,1,0,1,0,0,0,0,0,0
2007,74.1,92.7,178.0545,0.034,75,33,23.2,54,75,1.1388283833246218,7.129297548929373,5.128773822113297,2.8,21.3,4.4,0,1,1,0,0,0,0,0,0,0
2013,7.7,9.0,62.766,1.18,81,65,27.4,81,81,1.0408107741923882,9.012133305952004,1.9329696377795786,4.8,4.8,8.3,0,1,0,0,0,1,0,0,0,0
2005,4.8,5.7,66.521,10.3,95,85,26.7,92,92,1.0512710963760241,10.82643607207435,3.062923523094314,0.7,0.6,11.7,1,0,0,0,0,0,0,1,0,0
2011,11.2,13.0,157.2635,6.61,98,91,23.9,99,99,1.2460767305873808,8.553139318189707,4.2271256734559195,8.1,8.2,7.5,0,1,1,0,0,0,0,0,0,0
2009,24.4,28.4,106.1,0.43,94,98,25.0,94,95,1.0202013400267558,8.256347772918016,3.5926438462331105,6.0,5.9,6.9,0,1,0,0,0,0,0,0,0,0
2009,4.6,5.4,76.195,9.98,88,86,26.9,93,93,1.0832870676749586,10.643756840164809,4.147569323459399,0.8,0.5,13.1,1,0,0,0,0,0,0,0,1,0
2006,20.7,23.2,165.1395,6.93,99,55,25.4,99,99,1.2840254166877414,8.930890984450878,5.242646081677572,3.1,3.1,6.4,0,1,0,0,0,0,0,0,0,1
2000,5.1,6.2,77.0385,10.17,95,85,26.2,90,90,1.0408107741923882,10.726785417561118,3.0032042883926917,0.7,0.7,11.9,1,0,0,0,0,0,0,1,0,0
2006,68.4,94.4,258.699,0.24,69,64,23.4,69,69,1.0202013400267558,7.078341579557671,0.4885800148186709,7.4,7.3,3.3,0,1,0,0,0,0,0,0,0,0
2003,25.5,28.8,171.3125,2.79,48,57,26.1,74,75,1.0512710963760241,7.59337419312129,1.599387576580599,2.9,3.0,12.0,0,1,0,0,0,0,0,0,1,0
2011,76.7,107.4,327.4155,9.38,46,64,23.6,60,41,97.51439420705401,9.55393007636626,0.688134638736401,8.9,8.8,5.5,0,1,0,0,0,0,0,0,0,0
2001,87.9,125.2,304.858,0.02,63,13,21.8,35,33,1.0202013400267558,5.099866427824199,3.1183922862898785,2.1,2.4,2.2,0,1,1,0,0,0,0,0,0,0
2005,65.3,89.4,287.5005,3.49,60,83,23.9,60,60,3.1267683651861553,7.158513997329321,2.322387720290225,4.4,4.4,4.3,0,1,0,1,0,0,0,0,0,0
2007,22.2,25.0,187.5935,4.69,84,16,25.9,84,84,2.117000016612675,9.01249900352419,0.412109650826833,3.5,3.4,7.7,0,1,0,0,0,0,0,0,0,1
2015,64.4,88.3,241.0125,3.18,52,64,24.0,65,52,33.11545195869231,6.583409222158765,1.6992786164338898,6.5,6.4,4.4,0,1,0,0,0,0,0,0,0,0
2013,13.0,14.6,205.077,3.8,99,99,26.2,98,98,1.1388283833246218,9.236495329453033,2.8925915146344776,2.4,2.5,11.6,0,1,1,0,0,0,0,0,0,0
2012,58.9,79.4,234.8335,0.11,89,64,24.0,85,86,1.010050167084168,7.121252453244542,0.5423242908253617,6.9,6.7,4.6,0,1,0,0,0,0,0,0,0,0
2003,85.7,138.1,353.027,6.37,87,57,20.8,75,82,2.9742740725630656,5.700443573390687,2.0681277817795625,8.5,8.5,2.1,0,1,0,0,0,0,0,0,0,0
2002,4.2,5.1,80.4485,10.41,82,92,26.2,98,98,1.0941742837052104,10.127710521069902,3.7478556592142334,0.6,0.5,8.5,1,0,0,0,1,0,0,0,0,0
2015,68.4,107.3,262.871,0.38,54,64,22.9,47,54,2.0959355144943643,6.646390514847729,2.5201129055226197,7.3,7.3,2.6,0,1,0,0,0,0,0,0,0,0
2003,19.0,21.7,179.187,5.47,99,83,25.8,99,99,1.4918246976412703,8.712101863715663,0.10436001532424286,3.8,3.8,7.8,0,1,0,1,0,0,0,0,0,0
2003,12.5,15.1,153.633,10.92,96,89,25.5,96,96,1.0202013400267558,8.416267272826277,2.1724764076470255,2.3,2.4,10.1,1,0,0,0,1,0,0,0,0,0
2005,77.3,108.4,278.3395,0.016,66,17,22.2,58,58,1.0202013400267558,5.849324779946859,3.2827891506118534,19.3,19.5,2.6,0,1,1,0,0,0,0,0,0,0
2008,18.5,21.7,121.2965,0.026,99,65,25.6,99,99,1.1274968515793757,8.568076401730806,4.292101927145895,7.6,7.8,8.6,0,1,0,0,0,1,0,0,0,0
2015,61.3,84.0,332.583,1.22,88,64,22.7,88,80,33.11545195869231,6.3818160174060985,3.3336320621663895,3.6,3.5,3.5,0,1,0,0,0,0,0,0,0,0
2000,90.9,178.9,328.765,4.51,86,31,20.9,45,45,2.4351296512898744,6.089044875446846,2.534490149976828,11.4,11.1,1.2,0,1,0,0,0,0,0,0,0,0
2015,4.3,5.0,160.237,10.8,94,92,26.6,94,95,1.336427488025472,9.531481398171628,1.091923300517313,2.2,2.1,12.8,1,0,0,0,1,0,0,0,0,0
2010,52.1,86.4,509.088,3.38,90,64,23.6,89,89,837.1472659541433,7.01301578963963,2.617395832834079,7.1,7.0,7.3,0,1,0,0,0,0,0,0,0,0
2008,56.3,75.4,226.723,5.15,61,65,22.0,60,61,1.1853048513203654,7.2485040723706105,1.9530276168241774,9.6,9.7,4.4,0,1,1,0,0,0,0,0,0,0
2014,56.2,85.1,205.0555,0.0,84,64,24.8,81,84,1.1502737988572274,7.306531398939505,1.5953389880545987,8.0,7.7,4.3,0,1,0,0,0,0,0,0,0,0
2000,12.5,14.2,138.1465,10.25,91,96,25.2,92,91,1.010050167084168,8.396831834745054,0.47000362924573563,2.6,2.7,10.3,0,1,0,0,0,0,0,0,1,0
2010,16.7,18.6,154.9275,7.16,96,53,25.8,99,99,1.2840254166877414,9.071423072789514,5.281730562943638,2.9,2.9,6.9,0,1,0,0,0,0,0,0,0,1
2000,72.4,114.1,417.8705,0.95,71,64,22.0,31,33,13.197138159658358,7.631916513071252,1.4182774069729414,9.5,9.2,5.5,0,1,0,0,0,0,0,0,0,0
2002,10.0,11.6,68.394,0.83,98,91,27.8,96,96,1.0408107741923882,10.977516805943385,0.4946962418361071,4.8,4.5,8.1,0,1,0,0,0,1,0,0,0,0
2002,90.1,204.5,289.5665,0.088,72,64,20.9,43,39,1.4622845894342245,6.037870919922137,2.579458966729223,12.5,12.5,1.2,0,1,0,0,0,0,0,0,0,0
